id,orijinal_tez_no,metin,label,source
187,314908,"Bu çalışma, Türkiye'deki devlet ve vakıf üniversite kütüphanelerinde görev yapan kütüphanecilerin iş doyum düzeylerini karşılaştırmayı amaçlamaktadır. Kütüphanecilik mesleği, bilgi kaynaklarının yönetimi, organizasyonu ve kullanıcı hizmetleri gibi çeşitli alanlarda uzmanlık gerektiren dinamik bir yapıya sahiptir. Kütüphanecilerin iş doyumları, hem bireysel refahları hem de sundukları hizmetin kalitesi açısından önemli bir göstergedir. Bu bağlamda, kütüphanecilik alanındaki akademik literatürde iş doyumu üzerine yapılan çalışmaların arttığı gözlemlenmektedir. Ancak, Türkiye'deki üniversite kütüphaneciliği bağlamında, devlet ve vakıf üniversiteleri arasındaki potansiyel farklılıkları ortaya koyan kapsamlı bir karşılaştırmalı çalışma eksikliği bulunmaktadır.

Araştırmanın temel sorunsalı, devlet ve vakıf üniversite kütüphanelerinde çalışan kütüphanecilerin iş doyumlarını etkileyen faktörlerin farklılık gösterip göstermediği ve bu farklılıkların iş doyumu düzeylerine nasıl yansıdığıdır. Bu amaçla, nicel araştırma yöntemlerinden anket tekniği kullanılacaktır. Araştırmanın evrenini Türkiye'deki devlet ve vakıf üniversitelerinde görev yapan tüm kütüphaneciler oluştururken, örneklem seçimi için uygun stratejiler belirlenecektir. Veri toplama aracı olarak, kütüphanecilerin demografik özelliklerini, çalışma koşullarını, kurumsal destek ve gelişim olanaklarını, mesleki tatminlerini ve genel iş doyumlarını ölçmeye yönelik geçerli ve güvenilir bir anket formu kullanılacaktır. Anket sonuçları, istatistiksel analiz programları aracılığıyla çözümlenecek ve farklılıkları ortaya koymak için uygun istatistiksel testler (örn. t-testi, ANOVA) uygulanacaktır.

Araştırmadan elde edilecek bulguların, Türkiye'deki üniversite kütüphaneciliği alanında önemli katkılar sağlaması beklenmektedir. Elde edilen sonuçlar, devlet ve vakıf üniversitelerinin kütüphanecilik politikalarını ve insan kaynakları yönetimlerini geliştirmeleri için somut veriler sunacaktır. Kütüphanecilerin iş doyumlarını artırmaya yönelik stratejiler geliştirilmesinde, kurumsal faktörlerin ve çalışma ortamlarının rolü daha iyi anlaşılacaktır. Bu çalışma, hem kütüphanecilerin mesleki gelişimlerine hem de üniversitelerin bilgi hizmetlerinin etkinliğine katkıda bulunarak akademik literatüre yeni bir bakış açısı getirmeyi hedeflemektedir. Sonuçlar, ilgili paydaşlar tarafından kütüphanecilik mesleğinin geleceğine yönelik daha bilinçli kararlar alınması için bir temel oluşturacaktır.",1,gemini
188,544047,"Yeni benzotiyofen türevlerinin antioksidan kapasitelerinin ve GSTM2 izozimi üzerine etkilerinin tayini

Bu çalışma, fenolik halka yapısına sahip yeni sentezlenmiş benzotiyofen türevlerinin in vitro antioksidan aktivitelerini kapsamlı bir şekilde değerlendirmeyi ve bu bileşiklerin glutatyon S-transferaz M2 (GSTM2) izozimi üzerindeki potansiyel modülatör etkilerini araştırmayı amaçlamaktadır. Antioksidanlar, hücresel düzeyde serbest radikallerin neden olduğu oksidatif stresin önlenmesinde kritik bir rol oynamaktadır. Oksidatif stresin, çeşitli dejeneratif hastalıkların ve yaşlanma sürecinin altında yatan temel mekanizmalardan biri olduğu bilinmektedir. Bu bağlamda, yeni antioksidan ajanların keşfi büyük önem taşımaktadır. Benzotiyofen çekirdeği, farmakolojik açıdan çeşitli biyolojik aktivitelere sahip heterosiklik bileşiklerin sentezinde önemli bir yapı taşı olarak kabul edilmektedir. Bu nedenle, bu çalışmada tasarlanan benzotiyofen türevlerinin, daha önceki çalışmalarla desteklenen potansiyel antioksidan özelliklerinden yola çıkılarak, farklı antioksidan mekanizmaları aracılığıyla hücre sağlığını koruma yetenekleri incelenmiştir.

Çalışmada, çeşitli reaktif gruplarla sübstitüe edilmiş yeni benzotiyofen bileşikleri sentezlenmiş ve yapısal karakterizasyonları spektroskopik yöntemlerle (NMR, MS, IR) doğrulanmıştır. Antioksidan kapasitelerinin belirlenmesi amacıyla DPPH (2,2-difenil-1-pikrilhidrazil) radikal süpürme, ABTS (2,2'-azino-bis(3-etilbenzotiyazolin-6-sülfonik asit)) radikal katyon süpürme ve FRAP (demir indirgeme kapasitesi) gibi standart in vitro testler kullanılmıştır. Bu testler sonucunda, sentezlenen türevlerin radikal süpürme ve metal şelatlama potansiyelleri nicel olarak belirlenmiştir. Elde edilen sonuçlar, bileşiklerin sübstitüent tiplerine ve konumlarına bağlı olarak değişken antioksidan aktiviteler gösterdiğini ortaya koymuştur.

Ayrıca, bu benzotiyofen türevlerinin GSTM2 izozimi üzerindeki etkileri, enzimatik deneylerle araştırılmıştır. GSTM2, xenobiyotiklerin detoksifikasyonunda ve endojen metabolitlerin konjugasyonunda rol alan önemli bir enzim ailesidir. Bu izozimin kanser, iltihaplanma ve nörodejeneratif hastalıklar gibi çeşitli patolojik süreçlerdeki fonksiyonları bilinmektedir. Bileşiklerin GSTM2 aktivitesini inhibe edici veya potansiyel olarak aktive edici etkileri incelenerek, bu moleküllerin hücresel antioksidan savunma sistemleri üzerindeki spesifik moleküler mekanizmaları hakkında fikir edinilmiştir. Bu araştırmanın bulguları, yeni benzotiyofen türevlerinin hem doğrudan antioksidan ajanlar olarak hem de hücresel savunma mekanizmalarını modüle ederek potansiyel terapötik ajanlar olarak geliştirilebileceği yönünde umut verici bir temel oluşturmaktadır. Bu çalışma, bu bileşiklerin farmakolojik potansiyellerinin anlaşılmasına katkı sağlayacaktır.",1,gemini
189,180332,"Doğrusal olmayan sistemlerin karmaşık dinamikleri, mühendislik ve bilim alanlarında geniş bir uygulama yelpazesi sunmakla birlikte, geleneksel doğrusal kontrol yöntemleriyle etkin bir şekilde yönetilmeleri zorlu bir problem teşkil etmektedir. Bu tez, doğrusal olmayan sistemlerin kontrolü için yenilikçi bir yaklaşım sunmaktadır: zamanla değişen doğrusal yüzey kullanılarak kayan kipli kontrol (KKS). KKS, sistemin durum uzayında tanımlanan bir kayma yüzeyine ulaşmasını ve bu yüzey üzerinde kalmasını sağlayarak doğrusal olmayan sistemlerin kararlı hale getirilmesi prensibine dayanır. Ancak, standart KKS yöntemleri genellikle zamanla değişen sistem parametrelerine veya dışsal etkilere karşı hassastır. Bu çalışmada, bu sınırlamayı aşmak amacıyla kayma yüzeyinin zamanla değiştirilmesi önerilmektedir.

Zamanla değişen doğrusal yüzey stratejisi, sistem dinamiklerinin o anki durumuna ve kontrol hedeflerine adaptasyon sağlayarak daha esnek ve sağlam bir kontrol performansı elde etmeyi amaçlar. Bu yaklaşım, özellikle doğrusal olmayan sistemlerin belirsizlikler içerdiği veya çalışma koşullarının dinamik olarak değiştiği durumlarda büyük avantajlar sunmaktadır. Tez kapsamında, öncelikle KKS'nin temel teorik çerçevesi ve zamanla değişen yüzey kavramının matematiksel temelleri detaylı bir şekilde incelenecektir. Ardından, bu yöntemin çeşitli doğrusal olmayan sistemlere uygulanmasına yönelik teorik geliştirme ve analitik çalışmalar sunulacaktır.

Önerilen kontrol yönteminin etkinliği, bilgisayar simülasyonları ve gerçek dünya uygulamaları aracılığıyla doğrulanacaktır. Bu uygulamalar arasında robotik manipülatörlerin hassas konumlandırılması, güç elektroniği sistemlerinin kararlı çalıştırılması ve termal sistemlerin optimize edilmesi gibi alanlar yer alacaktır. Uygulama örnekleri, zamanla değişen doğrusal yüzey kullanılarak KKS'nin, geleneksel KKS yöntemlerine ve diğer kontrol stratejilerine kıyasla üstünlüğünü vurgulayacaktır. Özellikle, sistemin kararlılığı, yanıt hızı, dış etkilere karşı dayanıklılığı ve istenen performansı sürekli olarak sağlama yeteneği gibi metrikler üzerinde durulacaktır.

Sonuç olarak, bu tez, doğrusal olmayan sistemlerin kontrolünde zamanla değişen doğrusal yüzeyli kayan kipli kontrolün potansiyelini ortaya koymaktadır. Elde edilen bulguların, teorik kontrol mühendisliği alanına önemli bir katkı sağlaması ve endüstriyel uygulamalarda daha güvenilir ve verimli kontrol sistemlerinin geliştirilmesine zemin hazırlaması beklenmektedir. Bu çalışma, doğrusal olmayan sistemlerin karmaşıklığıyla başa çıkmak için adaptif ve gelişmiş kontrol stratejilerine duyulan ihtiyaca yanıt vermektedir.",1,gemini
190,486052,"Okul öncesi eğitim kurumlarına devam eden 5-6 yaş çocuklarının görsel algıları ile uzamsal algıları arasındaki ilişkinin incelenmesi amacıyla yürütülen bu çalışma, erken çocukluk döneminde bilişsel gelişim süreçlerinin anlaşılmasına katkı sağlamayı hedeflemektedir. Görsel algı, çevresel uyaranları anlamlandırma ve yorumlama yeteneği olarak tanımlanırken, uzamsal algı ise nesnelerin konumunu, yönünü, mesafesini ve birbirleriyle olan ilişkilerini kavrama kapasitesini ifade etmektedir. Bu iki bilişsel alanın erken yaşlarda gelişimi, çocuğun hem akademik hem de sosyal hayatındaki başarısı için kritik öneme sahiptir. Okul öncesi eğitim, bu yeteneklerin temellerinin atıldığı ve zenginleştirildiği bir ortam sunmaktadır. Dolayısıyla, bu yaş grubundaki çocukların görsel ve uzamsal algıları arasındaki ilişkinin incelenmesi, bu süreçlere yönelik eğitimsel müdahalelerin etkinliğini artırmaya yardımcı olacaktır.

Bu araştırmanın temel amacı, okul öncesi eğitime devam eden 5-6 yaş aralığındaki çocukların görsel algı düzeyleri ile uzamsal algı düzeyleri arasında istatistiksel olarak anlamlı bir ilişki olup olmadığını belirlemektir. Bu amaç doğrultusunda, katılımcı çocukların belirli görsel algı görevlerindeki performansları ve uzamsal algı yeteneklerini ölçen standartlaştırılmış testler uygulanacaktır. Çalışmada nicel araştırma yöntemleri benimsenerek, elde edilen veriler istatistiksel analizlere tabi tutulacaktır. İstatistiksel analizler kapsamında, görsel algı ve uzamsal algı puanları arasındaki ilişkinin derecesini ve yönünü ortaya koymak için korelasyon analizleri yapılacaktır. Ayrıca, olası farklılıkları incelemek amacıyla gruplar arası karşılaştırmalar da gerçekleştirilebilir.

Araştırmanın bulgularının, okul öncesi eğitim programlarının içeriğinin zenginleştirilmesinde, eğitim materyallerinin seçiminde ve öğretmenlere yönelik hizmet içi eğitim programlarının planlanmasında rehberlik etmesi beklenmektedir. Görsel ve uzamsal algıyı destekleyici etkinliklerin müfredata daha etkin entegre edilmesi, çocukların hem görsel hem de uzamsal becerilerinin daha kapsamlı gelişimini teşvik edecektir. Bu çalışma, erken çocukluk döneminde bilişsel gelişim alanlarının bütüncül bir yaklaşımla ele alınmasının önemini vurgulayarak, gelecekteki araştırmalar için de bir temel oluşturacaktır. Sonuçlar, alanyazına önemli bir katkı sunarak, okul öncesi eğitimde görsel ve uzamsal algının entegre gelişimine dair anlayışı derinleştirecektir.",1,gemini
191,236728,"Bu çalışma, bir üniversite kampüsündeki öğrencilerin yeme tutum ve davranışlarını kapsamlı bir şekilde değerlendirmeyi amaçlamaktadır. Günümüzün hızla değişen toplumsal ve ekonomik koşulları içerisinde, üniversite öğrencilerinin beslenme alışkanlıkları ve bu alışkanlıkları şekillendiren faktörler, genel sağlık durumları ve akademik başarıları üzerinde önemli bir etkiye sahip olmaktadır. Bu bağlamda, öğrencilerin beslenme tercihlerini, bu tercihlerini etkileyen çevresel ve psikolojik unsurları ve genel olarak yeme davranışlarını anlamak, sağlık odaklı müdahalelerin ve bilinçlendirme programlarının geliştirilmesi açısından kritik önem taşımaktadır.

Araştırmanın temel hedefi, öğrencilerin beslenme tutumlarını belirleyen temel etkenleri ortaya koymaktır. Bu etkenler arasında sosyoekonomik durumları, eğitim düzeyleri, ailevi beslenme alışkanlıkları, beslenme bilgisi düzeyleri, kampüs içi ve dışı yemek seçeneklerinin erişilebilirliği ve maliyeti, sosyal çevrelerinin etkisi ve kişisel stres düzeyleri gibi faktörler yer almaktadır. Elde edilecek veriler, öğrencilerin sağlıklı beslenme konusunda ne kadar bilinçli olduklarını, karşılaştıkları zorlukları ve bu zorlukların üstesinden gelmek için ne gibi stratejiler geliştirdiklerini anlamamıza yardımcı olacaktır. Ayrıca, öğrencilerin çeşitli beslenme modelleri (örneğin vejetaryenlik, veganlık, glutensiz beslenme vb.) konusundaki eğilimleri ve bu modelleri benimsemelerindeki motivasyonları da incelenecektir.

Bu çalışmada nicel araştırma yöntemlerinden yararlanılarak, üniversite öğrencilerine yönelik yapılandırılmış bir anket uygulanacaktır. Anket formu, demografik bilgiler, beslenme tutumlarını ölçen ölçekler, yeme davranışlarını değerlendiren sorular ve beslenme bilgisi düzeylerini belirleyen maddelerden oluşacaktır. Veri toplama sürecinin ardından, istatistiksel analizler aracılığıyla öğrencilerin yeme tutum ve davranışları arasındaki ilişkiler, bağımsız değişkenlerin (sosyoekonomik durum, bilgi düzeyi vb.) bağımlı değişkenler (tutum ve davranışlar) üzerindeki etkileri incelenecektir. Analizler sonucunda, öğrencilerin beslenme alışkanlıklarını iyileştirmeye yönelik öneriler geliştirilecektir. Bu öneriler, üniversite yönetimi, sağlık birimleri ve ilgili sivil toplum kuruluşları için yol gösterici nitelikte olacaktır. Elde edilecek bulguların, hem öğrencilerin bireysel sağlıklarını hem de genel üniversite topluluğunun refahını artırmaya katkı sağlaması beklenmektedir.",1,gemini
192,501916,"Bu tez çalışması, XV. yüzyılın önemli Osmanlı alimlerinden Karatepeli Hüseyin b. Mustafa el-Aydînî'nin hayatı, eserleri ve özellikle ""Bahru'l-Kavaid"" adlı nahiv kitabının ilmî şahsiyetini ve külliyatını ön plana çıkarmayı amaçlamaktadır. Osmanlı ilmî geleneği içinde nahiv ilminin yeri ve gelişimine katkıları incelenirken, el-Aydînî'nin nahiv anlayışı ve metodu ayrıntılı bir şekilde ele alınacaktır. Tez kapsamında, ""Bahru'l-Kavaid"" isimli eserin, mevcut nüshaları üzerinden yapılacak ilmî bir tenkid ve tahlili gerçekleştirilecektir. Bu tahlil, eserin metinsel doğruluğunu, dilbilgisel yorumlarını, örneklem seçimlerini ve dönemin nahiv anlayışına olan etkisini ortaya koyacaktır. El-Aydînî'nin nahiv kurallarını açıklama biçimi, dilin inceliklerine dair getirdiği yorumlar ve bu yorumların diğer nahiv eserlerindeki karşılıkları karşılaştırmalı olarak incelenecektir. Ayrıca, eserin dil, üslup ve terminoloji açısından ilmî bir değerlendirmesi yapılacak; eserin ihtiva ettiği nahiv kaidelerinin işlenişindeki özgünlük ve yenilikçi yaklaşımlar tespit edilecektir. Bu çalışma, el-Aydînî'nin ilmî mirasının gün yüzüne çıkarılmasına, nahiv ilminin tarihine ışık tutulmasına ve Osmanlı dönemine ait dilbilimsel kaynakların zenginleştirilmesine katkı sağlamayı hedeflemektedir. Tez, el-Aydînî'nin nahiv alanındaki yeri ve ""Bahru'l-Kavaid""in ilmî değerini belirginleştirerek, konuyla ilgili akademik çalışmalara yeni bir perspektif sunacaktır. Elde edilen bulgular, nahiv ilminin tarihsel gelişim sürecine dair mevcut bilgileri derinleştirecek ve el-Aydînî'nin ilmî kişiliğini daha iyi anlamamıza olanak tanıyacaktır. Çalışmada, eserin orijinal metninin karşılaştırılması, metin içi tutarlılığın analizi ve diğer ilgili nahiv eserleriyle mukayesesi gibi yöntemler kullanılacaktır.",1,gemini
193,551086,"Seyahat acentası çalışanlarının motivasyonları ile sanal kaytarma davranışları arasındaki ilişkiyi inceleyen bu çalışma, Trakya Bölgesi'ndeki seyahat acentalarında görev alan çalışanların iş motivasyonlarının düzeyini ve bu motivasyonun sanal kaytarma eğilimlerini ne ölçüde etkilediğini derinlemesine analiz etmeyi amaçlamaktadır. Sanal kaytarma, çalışanların iş yerinde interneti kişisel amaçlı kullanmaları, sosyal medyada vakit geçirmeleri veya oyun oynamaları gibi verimliliği düşüren davranışları ifade etmektedir. Teknolojinin yaygınlaşmasıyla birlikte önemli bir personel yönetimi sorunu haline gelen bu olgu, seyahat acentaları gibi hizmet odaklı sektörlerde müşteri memnuniyeti ve operasyonel verimlilik üzerinde doğrudan etkilere sahip olabilmektedir.

Bu araştırmanın temel hipotezi, düşük motivasyona sahip çalışanların, yüksek motivasyona sahip çalışanlara kıyasla daha fazla sanal kaytarma davranışı sergileyecekleri yönündedir. Çalışmada, bireysel motivasyonel faktörler (başarı ihtiyacı, güç ihtiyacı, aidiyet ihtiyacı, tanınma ve takdir beklentisi, özerklik), kurumsal motivasyonel faktörler (iş tatmini, liderlik tarzı, çalışma ortamı, ücret ve yan haklar) ve sanal kaytarma davranışları arasındaki anlamlı bir ilişki olup olmadığı incelenmiştir. Trakya Bölgesi'nde faaliyet gösteren seyahat acentalarında görevli toplam X çalışan ile nicel araştırma yöntemi kullanılarak gerçekleştirilen bu çalışmada, anket yöntemi ile veri toplanmıştır.

Anket formları, çalışanların motivasyon düzeylerini ve sanal kaytarma davranışlarını ölçmek üzere standartlaştırılmış ölçekler kullanılarak hazırlanmıştır. Elde edilen veriler, istatistiksel analiz paketleri aracılığıyla analiz edilmiş, motivasyonel faktörlerin sanal kaytarma üzerindeki yordayıcı gücü regresyon analizi ile ortaya konulmuştur. Araştırma bulguları, motivasyonel faktörlerin sanal kaytarma davranışlarını önemli ölçüde etkilediğini göstermektedir. Özellikle, düşük iş tatmini, yetersiz takdir ve tanınma, katı liderlik yaklaşımları ve sınırlı özerklik gibi unsurların sanal kaytarma eğilimlerini artırdığı bulgulanmıştır. Tersine, yüksek düzeyde iş tatmini, destekleyici bir liderlik ve yeterli özerklik sağlanan çalışanların sanal kaytarma davranışlarının daha düşük olduğu tespit edilmiştir. Bu sonuçlar, seyahat acentası yönetimlerinin personel motivasyonunu artırmaya yönelik stratejiler geliştirmesinin, sanal kaytarma davranışlarını azaltmada kritik bir rol oynayabileceği çıkarımını desteklemektedir.

Sonuç olarak, bu çalışma, seyahat acentası çalışanlarının motivasyonlarının sanal kaytarma davranışlarıyla olan karmaşık ilişkisini aydınlatmakta ve literatüre katkı sağlamaktadır. Elde edilen bulgular, sektörel yöneticilere, çalışanların motivasyonlarını yükseltmek ve dolayısıyla verimliliği artırmak adına somut öneriler sunmaktadır. Motivasyon odaklı insan kaynakları uygulamalarının, hizmet sektöründeki rekabet avantajını sürdürmede ne denli önemli olduğunun altı çizilmektedir.",1,gemini
194,520298,"Bu çalışmada, hibrit yapılı bir manyetoreolojik (MR) frenin tasarımı, sayısal analizi ve deneysel doğrulaması gerçekleştirilmiştir. Manyetoreolojik frenler, akışkan bir ortamda bulunan manyetik partiküllerin harici bir manyetik alana maruz kaldığında viskozitesini aniden değiştirmesi prensibine dayanır. Bu özellikleri sayesinde, hızlı ve kontrollü bir tork üretimi sağlarlar ve endüstriyel robotlar, otomotiv sektöründeki fren sistemleri ve titreşim sönümleme gibi çeşitli mühendislik uygulamalarında potansiyel taşırlar. Geleneksel MR fren tasarımları genellikle tek bir manyetik devreye dayanırken, bu çalışma hibrit bir yapı önererek performans artışı ve optimize edilmiş enerji tüketimi hedefler. Hibrit yapı, iki farklı manyetik akı yoğunluğu bölgesini bir araya getirerek frenleme kuvvetini daha hassas bir şekilde kontrol etme imkanı sunar.

Tasarım süreci, sonlu elemanlar analizi (FEA) tabanlı sayısal modelleme teknikleri kullanılarak gerçekleştirilmiştir. Manyetik devre analizi, MR akışkanının davranışı ve frenin tork üretim kapasitesi gibi kritik parametreler elde edildi. FEA modeli, geometrik parametrelerin, sargıların sarım sayısı ve akım yoğunluğunun MR frenin performansına etkisini incelemek için kullanılmıştır. Bu kapsamda, farklı hibrit yapı konfigürasyonları üzerinde durularak en uygun tasarımsal parametreler belirlenmeye çalışılmıştır. Sayısal simülasyonlar, tasarımın optimize edilmesine ve gereksiz prototip üretiminden kaçınılmasına olanak tanımıştır.

Sayısal analizlerin ardından, optimize edilmiş tasarıma sahip hibrit yapılı MR fren prototipi üretilmiştir. Üretilen prototipin performansı, kontrollü bir test düzeneği üzerinde deneysel olarak incelenmiştir. Deneysel çalışmalar, farklı çalışma hızları ve akım seviyelerinde frenin ürettiği torkun ölçülmesini içermiştir. Elde edilen deneysel veriler, sayısal modellerden elde edilen sonuçlarla karşılaştırılarak tasarımın geçerliliği doğrulanmıştır. Sonuçlar, hibrit yapının geleneksel tasarımlara kıyasla daha iyi bir tork kontrolü ve daha hızlı tepki süresi sağladığını göstermiştir. Bu çalışma, hibrit yapılı MR frenlerin tasarımında sayısal yöntemlerin etkinliğini ortaya koymakta ve gelecekteki MR fren teknolojileri için önemli bir temel oluşturmaktadır.",1,gemini
195,506534,"Abortus İmminens Tanılı Olgularda Nötrofil Lenfosit ve Trombosit Lenfosit Oranlarının Abort Etmeyi Öngörmedeki Rolü

Bu çalışma, abortus imminens (tehdit altındaki düşük) tanısı almış gebelerde, nötrofil lenfosit oranı (NLO) ve trombosit lenfosit oranı (TLO) gibi enflamatuar belirteçlerin erken gebelik kaybını öngörmedeki potansiyel rollerini araştırmayı amaçlamaktadır. Erken gebelik kayıpları, hem anne hem de bebek sağlığı açısından önemli bir morbidite ve mortalite nedeni olup, bu durumun erken tespiti ve önlenmesi büyük önem taşımaktadır. Abortus imminens, vajinal kanama ve/veya karın ağrısı ile karakterize olup, gebeliğin devam etme potansiyeli taşıyan ancak risk altındaki bir durumu ifade eder. Mevcut tanısal ve prognostik yöntemler, bu olgularda gebelik sonucunu kesin olarak öngörmede her zaman yeterli olmamaktadır. Bu nedenle, daha hassas ve erken belirteçlerin araştırılması gerekliliği doğmaktadır.

NLO ve TLO, çeşitli enflamatuar ve immünolojik süreçlerde rol oynayan hücre tiplerinin kantitatif oranlarını yansıtan önemli göstergelerdir. NLO, nötrofil ve lenfosit sayısının oranını gösterirken, TLO ise trombosit ve lenfosit sayısının oranını ifade eder. Bu oranlardaki değişimlerin, gebelik sürecinde karşılaşılan patolojik durumlarla ilişkili olabileceği düşünülmektedir. Özellikle erken gebelikteki immünolojik dengenin bozulması, maternal immün yanıtın embriyo-fetüs ile uyumunda aksaklıklar ve lokal enflamatuar mediatörlerin salınımı gibi faktörler, abortus imminens olgularında gebelik kaybı riskini artırabilir. Bu çalışmada, abortus imminens tanısı almış hastaların kan örneklerinde belirlenen NLO ve TLO değerlerinin, gebeliğin seyrini ve sonuçlarını (sağlıklı devam eden gebelikler ve gebelik kaybı) öngörmede anlamlı bir prediktif değere sahip olup olmadığı istatistiksel olarak incelenecektir.

Çalışmaya alınacak olguların demografik özellikleri, gebelik haftaları, kanama miktarları ve diğer klinik bulguları kaydedilecektir. NLO ve TLO değerleri, periferik kan yaymalarından veya tam kan sayım cihazlarından elde edilen verilerle hesaplanacaktır. Gruplar arasındaki istatistiksel farklılıklar ileriye dönük analizler (örneğin, ROC eğrileri, lojistik regresyon analizleri) kullanılarak değerlendirilecektir. Elde edilecek bulgular, abortus imminens tanısı almış hastalarda gebelik kaybı riskini daha erken ve daha doğru bir şekilde belirlemeye yardımcı olabilecek yeni prognostik araçların geliştirilmesine katkı sağlayabilir. Bu sayede, riskli gebeliklerin takibinde daha kişiselleştirilmiş yaklaşımlar benimsenerek, gebelik sonuçlarının iyileştirilmesi hedeflenmektedir.",1,gemini
196,786382,"İlk Trimester Gebelik Kayıplarında Maternal Serum 25-Hidroksivitamin D3 (Kalsitriol) Düzeyi

Özet

Bu çalışma, ilk trimester gebelik kayıpları ile maternal serum 25-hidroksivitamin D3 (kalsitriol) düzeyleri arasındaki ilişkiyi araştırmayı amaçlamaktadır. Gebelik kaybı, canlı doğumla sonuçlanmayan gebeliklerin erken dönemlerinde meydana gelen önemli bir obstetrik komplikasyondur ve hem anne hem de aile için ciddi fiziksel ve psikolojik etkilere yol açabilir. Literatürde, vitamin D'nin gebelik sağlığı üzerindeki rolü giderek daha fazla vurgulanmaktadır; ancak, ilk trimester gebelik kaybı bağlamında kalsitriol düzeylerinin önemi tam olarak aydınlatılmamıştır. Bu nedenle, bu araştırma, daha önceki çalışmaların bulgularını genişleterek ve derinleştirerek, kalsitriol düzeylerindeki farklılıkların gebelik kaybı riskini ne ölçüde etkilediğini niceliksel olarak değerlendirmeyi hedeflemektedir.

Çalışmamız, prospektif bir kohort çalışması tasarımıyla gerçekleştirilecektir. Araştırmaya, ilk trimesterde gebeliği teyit edilmiş ve herhangi bir bilinen kronik hastalığı olmayan 18-45 yaş arasındaki gebe kadınlar dahil edilecektir. Katılımcılar, gebeliklerinin ilk trimesterinde (10-12. haftalar arasında) maternal serum kalsitriol düzeylerini belirlemek amacıyla kan örnekleri vereceklerdir. Gebeliklerinin ilerleyen dönemlerinde takip edilecek olan bu kadınların gebelik sonuçları (canlı doğum veya gebelik kaybı) kaydedilecektir. Serum kalsitriol düzeyleri, yüksek performanslı sıvı kromatografisi (HPLC) veya sıvı kromatografisi-tandem kütle spektrometrisi (LC-MS/MS) gibi standart yöntemlerle analiz edilecektir.

İstatistiksel analizlerde, gebelik kaybı yaşayan kadınlar ile canlı doğum yapan kadınlar arasındaki ortalama kalsitriol düzeyleri karşılaştırılacaktır. Bağımsız örneklem t-testi veya Mann-Whitney U testi gibi parametrik olmayan testler kullanılacaktır. Olası karıştırıcı faktörlerin (örneğin, yaş, beden kitle indeksi, sosyoekonomik durum) kontrolü için çok değişkenli regresyon analizleri yapılacaktır. Çalışmanın temel hipotezi, düşük maternal serum kalsitriol düzeylerinin ilk trimester gebelik kaybı riskinde artışla ilişkili olduğudur. Bu çalışmanın sonuçları, gebelik kaybı riskini azaltmaya yönelik potansiyel stratejilerin geliştirilmesine katkıda bulunabilir. Vitamin D takviyesinin gebelik sonuçları üzerindeki etkinliğini anlamak için daha fazla araştırmaya ihtiyaç duyulmaktadır. Bu araştırma, elde edilecek bulgularla, gebelik takibinde ve risk gruplarının belirlenmesinde kalsitriol ölçümünün rutin kullanıma girmesi için bir temel oluşturabilir ve obstetrik uygulamalarda önemli bir fark yaratabilir.

Anahtar Kelimeler: Gebelik kaybı, ilk trimester, maternal serum, 25-hidroksivitamin D3, kalsitriol, vitamin D eksikliği.",1,gemini
